,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,Feature 51,Feature 52,Feature 53,Feature 54,Feature 55,Feature 56,Feature 57,Feature 58,Feature 59,Feature 60,Feature 61,Feature 62,Feature 63,Feature 64,Feature 65,Feature 66,Feature 67,Feature 68,Feature 69,Feature 70,Feature 71,Feature 72,Feature 73,Feature 74,Feature 75,Feature 76,Feature 77,Feature 78,Feature 79,Feature 80,Feature 81,Feature 82,Feature 83,Feature 84,Feature 85,Feature 86,Feature 87,Feature 88,Feature 89,Feature 90,Feature 91,Feature 92,Feature 93,Feature 94,Feature 95,Feature 96,Feature 97,Feature 98,Feature 99,Feature 100,Feature 101,Feature 102,Feature 103,Feature 104,Feature 105,Feature 106,Feature 107,Feature 108
P 67,"COMFORT_LEVEL_\not_comfortable\""""",customer_type_rootreboot,utm_bronto,"COMFORT_LEVEL_\somewhat_comfortable\""""",pages_signIn,latitude,"GRAY_LEVEL_\no_gray\""""","COLOR_WHERE_\at_home\""""","DO_WITH_HAIR_\color_and_highlights\""""",FREQUENCY_3,pages_confirmation,pages_product,pages_checkout,"HAIR_COLOR_\red\""""",pages_hair-colorist,FREQUENCY_2,total_pages,pages_compare-shades,FREQUENCY_5,pages_hair-dye-ingredients,"NATURAL_HAIR_COLOR_\brown\""""",pages_how-to-color-your-hair,medium_other,pages_membership,visitor_age,pages_search,"NATURAL_HAIR_COLOR_\blonde\""""",browser_other,browser_safari,pages_color-advisor,pages_hair-color,"GRAY_LEVEL_\less_than_50\""""",order_type_subscription,pages_faqs,medium_email,total_customer_type,total_order_type,pages_shopping,"HAIR_COLOR_\black\""""",utm_facebook,pages_welcome,pages_email-unsubscribe,FREQUENCY_4,device_tablet,pages_refer,customer_type_colorbar,utm_google,utm_other,"COLOR_WHERE_\salon_and_home\""""",device_mobile,"GRAY_LEVEL_\not_sure\""""",purchases,"HAIR_COLOR_\blonde\""""",medium_organic,browser_chrome,medium_cpc,customer_type_color,pages_colorbar,order_type_one-time,revenue,pages_other,device_desktop,"DO_WITH_HAIR_\touch_up\""""",pages_landing,pages_about,visit_count,order_type_renewal,browser_facebook,browser_firefox,pages_account,pages_notloggedin,"DO_WITH_HAIR_\change\""""",medium_fbigan,pages_blog,"DO_WITH_HAIR_\not_sure\""""",utm_direct,medium_none,FREQUENCY_7,pages_support,avg_session_length,longitude,FREQUENCY_6,pages_color-translator,predicted_future_ltr_10yr,city,"DO_WITH_HAIR_\highlight_only\""""",browser_ie,pages_hair-color-chart,pages_learn-more,FREQUENCY_8,"HAIR_COLOR_\brown\""""",FREQUENCY_12,customer_type_other,"COMFORT_LEVEL_\comfortable\""""",FREQUENCY_other,country,state,utm_iterable,"NATURAL_HAIR_COLOR_\black\""""",pages_shop,"GRAY_LEVEL_\more_than_50\""""",pages_share,"GRAY_LEVEL_\all\""""","NATURAL_HAIR_COLOR_\red\""""",customer_type_gloss,"COMFORT_LEVEL_\very_comfortable\""""","COLOR_WHERE_\at_salon\""""",pages_cart
P 68,pages_shopping,total_pages,pages_signIn,pages_support,pages_other,FREQUENCY_other,FREQUENCY_12,city,customer_type_color,customer_type_other,country,utm_iterable,avg_session_length,pages_color-translator,medium_fbigan,state,pages_share,pages_hair-color,pages_landing,FREQUENCY_8,"COMFORT_LEVEL_\not_comfortable\""""",longitude,device_tablet,"DO_WITH_HAIR_\change\""""","NATURAL_HAIR_COLOR_\brown\""""",medium_organic,"GRAY_LEVEL_\all\""""",FREQUENCY_7,pages_search,"GRAY_LEVEL_\not_sure\""""",pages_account,"COLOR_WHERE_\salon_and_home\""""","HAIR_COLOR_\black\""""",browser_other,"COLOR_WHERE_\at_home\""""","HAIR_COLOR_\blonde\""""",utm_facebook,"GRAY_LEVEL_\more_than_50\""""",pages_colorbar,"NATURAL_HAIR_COLOR_\red\""""",medium_email,browser_facebook,"NATURAL_HAIR_COLOR_\black\""""",order_type_renewal,"COMFORT_LEVEL_\somewhat_comfortable\""""",browser_ie,utm_google,FREQUENCY_6,revenue,"GRAY_LEVEL_\no_gray\""""","DO_WITH_HAIR_\not_sure\""""",pages_about,"HAIR_COLOR_\red\""""",purchases,"COMFORT_LEVEL_\very_comfortable\""""",pages_welcome,customer_type_colorbar,order_type_subscription,device_mobile,browser_firefox,total_customer_type,total_order_type,pages_confirmation,order_type_one-time,predicted_future_ltr_10yr,browser_safari,FREQUENCY_5,pages_learn-more,"DO_WITH_HAIR_\touch_up\""""","DO_WITH_HAIR_\highlight_only\""""",pages_checkout,pages_notloggedin,"HAIR_COLOR_\brown\""""","COMFORT_LEVEL_\comfortable\""""",utm_other,browser_chrome,device_desktop,FREQUENCY_4,medium_cpc,pages_refer,"COLOR_WHERE_\at_salon\""""",pages_shop,pages_compare-shades,"GRAY_LEVEL_\less_than_50\""""",medium_none,utm_direct,medium_other,"DO_WITH_HAIR_\color_and_highlights\""""","NATURAL_HAIR_COLOR_\blonde\""""",FREQUENCY_3,pages_product,pages_membership,pages_email-unsubscribe,customer_type_rootreboot,FREQUENCY_2,visit_count,pages_hair-dye-ingredients,utm_bronto,pages_hair-color-chart,pages_color-advisor,latitude,customer_type_gloss,pages_faqs,pages_how-to-color-your-hair,pages_blog,pages_hair-colorist,visitor_age,pages_cart
P 69,"COLOR_WHERE_\at_salon\""""","COMFORT_LEVEL_\very_comfortable\""""",utm_bronto,pages_signIn,pages_product,customer_type_other,visitor_age,pages_how-to-color-your-hair,pages_hair-colorist,browser_other,pages_email-unsubscribe,FREQUENCY_2,"COMFORT_LEVEL_\comfortable\""""",FREQUENCY_8,pages_confirmation,pages_hair-color,pages_membership,pages_checkout,latitude,pages_hair-dye-ingredients,pages_faqs,"GRAY_LEVEL_\more_than_50\""""","DO_WITH_HAIR_\not_sure\""""",customer_type_color,device_mobile,avg_session_length,"HAIR_COLOR_\black\""""","HAIR_COLOR_\blonde\""""",pages_landing,medium_organic,medium_other,pages_search,pages_color-advisor,utm_google,"DO_WITH_HAIR_\change\""""","GRAY_LEVEL_\all\""""",pages_shopping,"NATURAL_HAIR_COLOR_\red\""""",pages_colorbar,total_pages,total_customer_type,total_order_type,medium_email,utm_facebook,customer_type_colorbar,"GRAY_LEVEL_\not_sure\""""","GRAY_LEVEL_\less_than_50\""""",pages_refer,"NATURAL_HAIR_COLOR_\black\""""",pages_color-translator,order_type_subscription,order_type_renewal,FREQUENCY_6,FREQUENCY_7,purchases,revenue,browser_chrome,order_type_one-time,browser_firefox,browser_facebook,utm_direct,medium_none,pages_about,"HAIR_COLOR_\brown\""""",longitude,pages_welcome,browser_safari,"NATURAL_HAIR_COLOR_\brown\""""",pages_account,"HAIR_COLOR_\red\""""",FREQUENCY_4,state,FREQUENCY_3,medium_cpc,device_desktop,predicted_future_ltr_10yr,device_tablet,FREQUENCY_5,visit_count,city,pages_notloggedin,pages_share,utm_other,country,medium_fbigan,FREQUENCY_12,"NATURAL_HAIR_COLOR_\blonde\""""","DO_WITH_HAIR_\highlight_only\""""",pages_other,"COLOR_WHERE_\salon_and_home\""""",pages_compare-shades,"DO_WITH_HAIR_\touch_up\""""",browser_ie,customer_type_gloss,FREQUENCY_other,"DO_WITH_HAIR_\color_and_highlights\""""",pages_blog,customer_type_rootreboot,pages_hair-color-chart,utm_iterable,pages_support,pages_shop,pages_learn-more,"GRAY_LEVEL_\no_gray\""""","COLOR_WHERE_\at_home\""""","COMFORT_LEVEL_\somewhat_comfortable\""""",pages_cart,"COMFORT_LEVEL_\not_comfortable\"""""
P 70,pages_compare-shades,pages_shopping,pages_cart,utm_bronto,visit_count,customer_type_other,latitude,FREQUENCY_3,pages_checkout,"DO_WITH_HAIR_\change\""""","COLOR_WHERE_\at_salon\""""",pages_hair-color-chart,pages_confirmation,customer_type_color,medium_organic,pages_how-to-color-your-hair,customer_type_rootreboot,pages_color-translator,pages_search,"HAIR_COLOR_\red\""""",FREQUENCY_2,pages_welcome,pages_colorbar,pages_learn-more,utm_other,medium_other,pages_membership,utm_google,device_tablet,browser_ie,"GRAY_LEVEL_\more_than_50\""""",order_type_subscription,browser_facebook,"GRAY_LEVEL_\less_than_50\""""",browser_firefox,"DO_WITH_HAIR_\color_and_highlights\""""",revenue,pages_email-unsubscribe,FREQUENCY_5,"HAIR_COLOR_\blonde\""""",order_type_renewal,purchases,"COMFORT_LEVEL_\very_comfortable\""""",device_mobile,"NATURAL_HAIR_COLOR_\blonde\""""",total_pages,browser_other,FREQUENCY_4,browser_chrome,"NATURAL_HAIR_COLOR_\brown\""""","GRAY_LEVEL_\not_sure\""""",medium_cpc,pages_faqs,pages_notloggedin,"HAIR_COLOR_\black\""""","COMFORT_LEVEL_\comfortable\""""",pages_color-advisor,utm_direct,medium_none,medium_email,total_customer_type,total_order_type,"DO_WITH_HAIR_\not_sure\""""",device_desktop,customer_type_colorbar,order_type_one-time,longitude,utm_facebook,FREQUENCY_12,FREQUENCY_7,FREQUENCY_6,FREQUENCY_other,FREQUENCY_8,"NATURAL_HAIR_COLOR_\black\""""",browser_safari,"GRAY_LEVEL_\all\""""",state,pages_support,pages_hair-color,"HAIR_COLOR_\brown\""""",pages_about,city,country,pages_blog,pages_refer,medium_fbigan,"NATURAL_HAIR_COLOR_\red\""""",pages_landing,"DO_WITH_HAIR_\highlight_only\""""","COLOR_WHERE_\salon_and_home\""""",predicted_future_ltr_10yr,pages_shop,pages_hair-colorist,"COLOR_WHERE_\at_home\""""",pages_other,"COMFORT_LEVEL_\somewhat_comfortable\""""",pages_hair-dye-ingredients,pages_account,"GRAY_LEVEL_\no_gray\""""",utm_iterable,"COMFORT_LEVEL_\not_comfortable\""""","DO_WITH_HAIR_\touch_up\""""",pages_share,customer_type_gloss,visitor_age,pages_signIn,pages_product,avg_session_length
P 71,latitude,customer_type_gloss,total_pages,utm_iterable,avg_session_length,pages_account,"GRAY_LEVEL_\more_than_50\""""",pages_support,"DO_WITH_HAIR_\highlight_only\""""","GRAY_LEVEL_\all\""""","NATURAL_HAIR_COLOR_\red\""""",pages_share,pages_shop,pages_hair-color,browser_ie,pages_hair-color-chart,pages_shopping,predicted_future_ltr_10yr,"DO_WITH_HAIR_\touch_up\""""",medium_fbigan,pages_notloggedin,pages_search,pages_blog,medium_cpc,pages_landing,"COLOR_WHERE_\at_home\""""",FREQUENCY_8,pages_other,pages_color-translator,order_type_subscription,browser_safari,device_mobile,browser_other,"COMFORT_LEVEL_\comfortable\""""",utm_facebook,"COMFORT_LEVEL_\not_comfortable\""""","COMFORT_LEVEL_\somewhat_comfortable\""""",customer_type_color,"COLOR_WHERE_\salon_and_home\""""","DO_WITH_HAIR_\not_sure\""""",FREQUENCY_4,FREQUENCY_6,"COMFORT_LEVEL_\very_comfortable\""""","NATURAL_HAIR_COLOR_\black\""""","NATURAL_HAIR_COLOR_\blonde\""""","HAIR_COLOR_\blonde\""""",browser_facebook,pages_about,pages_learn-more,utm_direct,medium_none,pages_color-advisor,"HAIR_COLOR_\brown\""""","NATURAL_HAIR_COLOR_\brown\""""",medium_email,"GRAY_LEVEL_\less_than_50\""""","COLOR_WHERE_\at_salon\""""",pages_membership,device_desktop,FREQUENCY_12,pages_signIn,FREQUENCY_2,"DO_WITH_HAIR_\change\""""",pages_refer,FREQUENCY_other,order_type_one-time,order_type_renewal,utm_google,pages_cart,"HAIR_COLOR_\black\""""",FREQUENCY_7,revenue,pages_how-to-color-your-hair,total_customer_type,total_order_type,pages_welcome,customer_type_other,FREQUENCY_5,purchases,medium_other,pages_hair-dye-ingredients,pages_confirmation,device_tablet,customer_type_colorbar,utm_other,pages_checkout,browser_firefox,medium_organic,"HAIR_COLOR_\red\""""",pages_colorbar,browser_chrome,pages_product,pages_email-unsubscribe,FREQUENCY_3,"DO_WITH_HAIR_\color_and_highlights\""""",pages_compare-shades,visit_count,pages_faqs,"GRAY_LEVEL_\not_sure\""""","GRAY_LEVEL_\no_gray\""""",visitor_age,pages_hair-colorist,utm_bronto,customer_type_rootreboot,longitude,city,state,country
P 72,pages_hair-color,pages_color-advisor,pages_hair-dye-ingredients,utm_other,medium_fbigan,pages_faqs,"DO_WITH_HAIR_\color_and_highlights\""""","GRAY_LEVEL_\all\""""",pages_about,customer_type_gloss,FREQUENCY_12,"GRAY_LEVEL_\more_than_50\""""",pages_welcome,pages_other,total_pages,pages_hair-colorist,"DO_WITH_HAIR_\highlight_only\""""","NATURAL_HAIR_COLOR_\red\""""",medium_organic,"COLOR_WHERE_\at_home\""""",visit_count,pages_cart,pages_confirmation,"COMFORT_LEVEL_\not_comfortable\""""",browser_safari,"NATURAL_HAIR_COLOR_\black\""""",FREQUENCY_8,"DO_WITH_HAIR_\touch_up\""""",utm_iterable,medium_email,pages_checkout,country,state,pages_shopping,device_desktop,pages_refer,pages_notloggedin,"HAIR_COLOR_\blonde\""""",city,browser_firefox,predicted_future_ltr_10yr,"COMFORT_LEVEL_\somewhat_comfortable\""""",browser_ie,FREQUENCY_6,"DO_WITH_HAIR_\change\""""",order_type_subscription,FREQUENCY_other,order_type_one-time,longitude,customer_type_color,browser_chrome,"COLOR_WHERE_\salon_and_home\""""",customer_type_colorbar,"HAIR_COLOR_\brown\""""",total_order_type,total_customer_type,"DO_WITH_HAIR_\not_sure\""""","NATURAL_HAIR_COLOR_\brown\""""",FREQUENCY_7,pages_colorbar,purchases,customer_type_other,order_type_renewal,revenue,device_mobile,"COMFORT_LEVEL_\very_comfortable\""""",device_tablet,FREQUENCY_4,"COMFORT_LEVEL_\comfortable\""""","GRAY_LEVEL_\not_sure\""""","GRAY_LEVEL_\less_than_50\""""",medium_none,utm_direct,utm_bronto,pages_blog,pages_membership,"HAIR_COLOR_\black\""""",FREQUENCY_5,"NATURAL_HAIR_COLOR_\blonde\""""",latitude,pages_product,"COLOR_WHERE_\at_salon\""""",pages_compare-shades,pages_hair-color-chart,browser_facebook,"HAIR_COLOR_\red\""""",pages_search,pages_share,utm_google,FREQUENCY_2,browser_other,medium_cpc,utm_facebook,pages_account,FREQUENCY_3,"GRAY_LEVEL_\no_gray\""""",customer_type_rootreboot,pages_signIn,pages_how-to-color-your-hair,medium_other,avg_session_length,pages_landing,pages_support,pages_email-unsubscribe,pages_color-translator,visitor_age,pages_shop,pages_learn-more
P 73,pages_learn-more,pages_color-advisor,pages_landing,utm_other,medium_fbigan,"GRAY_LEVEL_\all\""""","NATURAL_HAIR_COLOR_\red\""""",pages_confirmation,"DO_WITH_HAIR_\highlight_only\""""",pages_product,utm_bronto,browser_safari,total_pages,predicted_future_ltr_10yr,pages_checkout,pages_welcome,FREQUENCY_8,"GRAY_LEVEL_\more_than_50\""""","DO_WITH_HAIR_\touch_up\""""",pages_notloggedin,"COLOR_WHERE_\salon_and_home\""""","HAIR_COLOR_\blonde\""""",FREQUENCY_7,"COLOR_WHERE_\at_home\""""",medium_organic,"DO_WITH_HAIR_\not_sure\""""","COMFORT_LEVEL_\very_comfortable\""""","HAIR_COLOR_\black\""""","COMFORT_LEVEL_\not_comfortable\""""","DO_WITH_HAIR_\color_and_highlights\""""",FREQUENCY_6,browser_chrome,pages_faqs,"COMFORT_LEVEL_\comfortable\""""",customer_type_gloss,"COMFORT_LEVEL_\somewhat_comfortable\""""","NATURAL_HAIR_COLOR_\brown\""""",device_desktop,order_type_one-time,order_type_subscription,visit_count,FREQUENCY_other,"NATURAL_HAIR_COLOR_\black\""""",device_mobile,medium_email,FREQUENCY_12,pages_colorbar,total_customer_type,total_order_type,"GRAY_LEVEL_\not_sure\""""",customer_type_color,longitude,"HAIR_COLOR_\brown\""""",customer_type_rootreboot,state,country,FREQUENCY_5,pages_account,browser_other,customer_type_colorbar,pages_membership,latitude,pages_compare-shades,pages_how-to-color-your-hair,pages_hair-colorist,revenue,pages_refer,city,medium_none,utm_direct,purchases,pages_blog,"DO_WITH_HAIR_\change\""""","COLOR_WHERE_\at_salon\""""",pages_shopping,"GRAY_LEVEL_\less_than_50\""""",utm_google,pages_support,FREQUENCY_4,pages_other,utm_facebook,order_type_renewal,customer_type_other,medium_cpc,visitor_age,"NATURAL_HAIR_COLOR_\blonde\""""",browser_firefox,pages_about,pages_email-unsubscribe,pages_search,utm_iterable,device_tablet,pages_hair-color-chart,pages_share,"GRAY_LEVEL_\no_gray\""""",browser_facebook,browser_ie,medium_other,"HAIR_COLOR_\red\""""",pages_color-translator,FREQUENCY_2,pages_signIn,FREQUENCY_3,pages_cart,pages_hair-dye-ingredients,avg_session_length,pages_shop,pages_hair-color
P 74,FREQUENCY_3,FREQUENCY_2,utm_iterable,pages_color-advisor,"GRAY_LEVEL_\no_gray\""""",pages_learn-more,"COLOR_WHERE_\at_salon\""""",pages_welcome,FREQUENCY_4,"GRAY_LEVEL_\less_than_50\""""",medium_fbigan,pages_share,pages_other,"NATURAL_HAIR_COLOR_\blonde\""""",pages_confirmation,device_desktop,pages_product,total_pages,pages_checkout,browser_safari,customer_type_other,medium_email,revenue,purchases,"DO_WITH_HAIR_\change\""""","DO_WITH_HAIR_\color_and_highlights\""""",latitude,visit_count,longitude,FREQUENCY_5,"HAIR_COLOR_\red\""""",pages_notloggedin,customer_type_color,country,"HAIR_COLOR_\brown\""""",order_type_subscription,browser_other,customer_type_gloss,pages_landing,order_type_renewal,FREQUENCY_other,pages_search,utm_other,pages_hair-color-chart,city,device_tablet,customer_type_colorbar,state,browser_firefox,pages_faqs,"COMFORT_LEVEL_\very_comfortable\""""",utm_facebook,medium_cpc,medium_organic,browser_chrome,pages_account,"COMFORT_LEVEL_\comfortable\""""",utm_google,pages_about,pages_colorbar,pages_signIn,pages_support,total_customer_type,total_order_type,"GRAY_LEVEL_\not_sure\""""",pages_refer,FREQUENCY_12,pages_membership,"NATURAL_HAIR_COLOR_\black\""""",pages_blog,medium_none,utm_direct,order_type_one-time,pages_how-to-color-your-hair,browser_ie,"DO_WITH_HAIR_\not_sure\""""",pages_hair-colorist,visitor_age,"NATURAL_HAIR_COLOR_\brown\""""",pages_hair-dye-ingredients,"HAIR_COLOR_\black\""""",browser_facebook,device_mobile,pages_shopping,predicted_future_ltr_10yr,"DO_WITH_HAIR_\touch_up\""""",medium_other,pages_color-translator,FREQUENCY_6,pages_shop,pages_cart,"HAIR_COLOR_\blonde\""""","NATURAL_HAIR_COLOR_\red\""""","COMFORT_LEVEL_\somewhat_comfortable\""""",customer_type_rootreboot,"COLOR_WHERE_\salon_and_home\""""","COLOR_WHERE_\at_home\""""",FREQUENCY_7,pages_compare-shades,pages_hair-color,"COMFORT_LEVEL_\not_comfortable\""""","DO_WITH_HAIR_\highlight_only\""""","GRAY_LEVEL_\more_than_50\""""",avg_session_length,FREQUENCY_8,"GRAY_LEVEL_\all\""""",pages_email-unsubscribe,utm_bronto
P 75,avg_session_length,pages_color-advisor,pages_cart,visitor_age,pages_email-unsubscribe,"HAIR_COLOR_\red\""""",pages_landing,pages_support,pages_account,total_pages,utm_bronto,pages_shopping,pages_signIn,pages_learn-more,"NATURAL_HAIR_COLOR_\blonde\""""",customer_type_colorbar,medium_fbigan,pages_hair-color-chart,"DO_WITH_HAIR_\color_and_highlights\""""",pages_compare-shades,customer_type_other,pages_blog,order_type_renewal,medium_none,revenue,utm_direct,"NATURAL_HAIR_COLOR_\black\""""",state,purchases,device_tablet,FREQUENCY_3,customer_type_color,utm_facebook,"COLOR_WHERE_\at_salon\""""",browser_chrome,browser_facebook,latitude,"GRAY_LEVEL_\no_gray\""""",utm_other,FREQUENCY_2,browser_firefox,order_type_one-time,FREQUENCY_4,pages_other,"DO_WITH_HAIR_\not_sure\""""","DO_WITH_HAIR_\change\""""","GRAY_LEVEL_\not_sure\""""",browser_ie,FREQUENCY_5,browser_safari,FREQUENCY_other,FREQUENCY_12,FREQUENCY_6,"GRAY_LEVEL_\less_than_50\""""",device_desktop,device_mobile,"HAIR_COLOR_\brown\""""",predicted_future_ltr_10yr,medium_email,medium_other,"COMFORT_LEVEL_\very_comfortable\""""",pages_search,pages_about,FREQUENCY_7,country,pages_membership,"COMFORT_LEVEL_\not_comfortable\""""",FREQUENCY_8,pages_faqs,longitude,"GRAY_LEVEL_\all\""""",pages_refer,city,total_customer_type,total_order_type,medium_organic,"COLOR_WHERE_\at_home\""""",pages_hair-colorist,pages_colorbar,"DO_WITH_HAIR_\touch_up\""""","COMFORT_LEVEL_\somewhat_comfortable\""""","COMFORT_LEVEL_\comfortable\""""",customer_type_gloss,"GRAY_LEVEL_\more_than_50\""""",medium_cpc,pages_share,"NATURAL_HAIR_COLOR_\brown\""""",pages_hair-dye-ingredients,pages_how-to-color-your-hair,order_type_subscription,"COLOR_WHERE_\salon_and_home\""""",customer_type_rootreboot,utm_iterable,utm_google,browser_other,"DO_WITH_HAIR_\highlight_only\""""","HAIR_COLOR_\black\""""",pages_welcome,"HAIR_COLOR_\blonde\""""",pages_hair-color,pages_notloggedin,pages_product,pages_color-translator,pages_checkout,visit_count,pages_confirmation,"NATURAL_HAIR_COLOR_\red\""""",pages_shop
P 76,pages_color-advisor,medium_other,browser_ie,customer_type_rootreboot,utm_iterable,pages_share,browser_facebook,utm_google,browser_firefox,FREQUENCY_8,device_tablet,"GRAY_LEVEL_\all\""""",pages_learn-more,pages_product,visit_count,medium_email,"GRAY_LEVEL_\more_than_50\""""",utm_facebook,FREQUENCY_7,device_mobile,browser_other,pages_search,"DO_WITH_HAIR_\highlight_only\""""",pages_checkout,"DO_WITH_HAIR_\color_and_highlights\""""",pages_confirmation,pages_refer,pages_other,"HAIR_COLOR_\blonde\""""",customer_type_colorbar,pages_support,utm_direct,FREQUENCY_other,FREQUENCY_6,medium_none,total_customer_type,total_order_type,order_type_one-time,country,"COLOR_WHERE_\at_home\""""","COLOR_WHERE_\salon_and_home\""""","COMFORT_LEVEL_\not_comfortable\""""",longitude,"GRAY_LEVEL_\not_sure\""""",medium_cpc,pages_notloggedin,pages_faqs,"DO_WITH_HAIR_\change\""""",pages_landing,"NATURAL_HAIR_COLOR_\brown\""""",city,purchases,"NATURAL_HAIR_COLOR_\black\""""",pages_how-to-color-your-hair,pages_hair-dye-ingredients,"HAIR_COLOR_\red\""""","HAIR_COLOR_\black\""""",pages_account,order_type_renewal,medium_organic,pages_cart,pages_about,FREQUENCY_12,pages_membership,latitude,revenue,"DO_WITH_HAIR_\not_sure\""""","COMFORT_LEVEL_\somewhat_comfortable\""""","COMFORT_LEVEL_\very_comfortable\""""",pages_welcome,"HAIR_COLOR_\brown\""""",visitor_age,predicted_future_ltr_10yr,"NATURAL_HAIR_COLOR_\red\""""",total_pages,FREQUENCY_5,"NATURAL_HAIR_COLOR_\blonde\""""",pages_signIn,customer_type_color,order_type_subscription,"DO_WITH_HAIR_\touch_up\""""",pages_hair-color-chart,state,"COMFORT_LEVEL_\comfortable\""""",customer_type_other,"COLOR_WHERE_\at_salon\""""",pages_colorbar,browser_chrome,"GRAY_LEVEL_\less_than_50\""""",pages_shopping,FREQUENCY_4,pages_hair-colorist,pages_compare-shades,pages_blog,FREQUENCY_2,FREQUENCY_3,customer_type_gloss,pages_hair-color,utm_bronto,"GRAY_LEVEL_\no_gray\""""",pages_color-translator,avg_session_length,device_desktop,pages_email-unsubscribe,pages_shop,browser_safari,utm_other,medium_fbigan
P 77,"NATURAL_HAIR_COLOR_\red\""""","HAIR_COLOR_\black\""""","HAIR_COLOR_\blonde\""""","GRAY_LEVEL_\no_gray\""""",pages_cart,FREQUENCY_3,"NATURAL_HAIR_COLOR_\brown\""""",avg_session_length,pages_color-advisor,FREQUENCY_2,utm_bronto,FREQUENCY_4,pages_account,pages_compare-shades,order_type_subscription,medium_other,pages_email-unsubscribe,visitor_age,"GRAY_LEVEL_\less_than_50\""""",total_pages,utm_facebook,predicted_future_ltr_10yr,pages_signIn,device_desktop,pages_shopping,pages_support,country,pages_hair-colorist,FREQUENCY_other,pages_membership,pages_hair-color-chart,FREQUENCY_5,"GRAY_LEVEL_\not_sure\""""",total_order_type,total_customer_type,pages_hair-color,customer_type_color,longitude,browser_facebook,pages_other,device_tablet,FREQUENCY_12,utm_direct,medium_none,customer_type_rootreboot,revenue,customer_type_colorbar,order_type_one-time,pages_search,pages_colorbar,"COMFORT_LEVEL_\comfortable\""""","COMFORT_LEVEL_\somewhat_comfortable\""""","COLOR_WHERE_\at_salon\""""","DO_WITH_HAIR_\color_and_highlights\""""",pages_blog,"DO_WITH_HAIR_\change\""""",pages_share,latitude,medium_email,browser_safari,"DO_WITH_HAIR_\not_sure\""""",browser_other,pages_faqs,pages_refer,"DO_WITH_HAIR_\touch_up\""""",utm_google,browser_ie,browser_firefox,"COMFORT_LEVEL_\very_comfortable\""""","COMFORT_LEVEL_\not_comfortable\""""",pages_hair-dye-ingredients,pages_landing,purchases,pages_learn-more,"COLOR_WHERE_\at_home\""""",pages_about,"COLOR_WHERE_\salon_and_home\""""",medium_cpc,customer_type_other,browser_chrome,FREQUENCY_6,pages_welcome,city,pages_how-to-color-your-hair,utm_iterable,medium_organic,customer_type_gloss,device_mobile,state,pages_color-translator,pages_notloggedin,"DO_WITH_HAIR_\highlight_only\""""","HAIR_COLOR_\brown\""""",FREQUENCY_7,medium_fbigan,order_type_renewal,visit_count,pages_checkout,pages_product,pages_confirmation,utm_other,pages_shop,"GRAY_LEVEL_\more_than_50\""""",FREQUENCY_8,"GRAY_LEVEL_\all\""""","NATURAL_HAIR_COLOR_\black\""""","NATURAL_HAIR_COLOR_\blonde\""""","HAIR_COLOR_\red\"""""
